Season,Name,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,Plays,NameASCII,PlayerId,MLBAMID
2002,"Shea Hillenbrand","BOS","3B",156,154,1366,102,281,23,14,9,24,24,0,3,,,,,,0,"Shea Hillenbrand",196,150167
2002,"Lou Merloni","BOS","1B",3,0,3,1,0,0,0,0,0,0,0,0,0,,,,,0,"Lou Merloni",201,134265
2002,"Lou Merloni","BOS","2B",65,47,453.1,98,141,3,1,2,24,16,10,2,,,,,,0,"Lou Merloni",201,134265
2002,"Lou Merloni","BOS","3B",8,6,58,5,24,1,0,1,1,1,0,0,,,,,,0,"Lou Merloni",201,134265
2002,"Lou Merloni","BOS","LF",1,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,"Lou Merloni",201,134265
2002,"Lou Merloni","BOS","RF",1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,"Lou Merloni",201,134265
2002,"Lou Merloni","BOS","SS",5,1,17,2,4,1,1,0,1,1,0,0,,,,,,0,"Lou Merloni",201,134265
2002,"Bryant Nelson","BOS","2B",11,5,56,11,16,1,1,0,2,0,2,0,,,,,,0,"Bryant Nelson",203,408107
2002,"Bryant Nelson","BOS","CF",2,1,11,4,0,0,0,0,0,0,0,0,,,,,,0,"Bryant Nelson",203,408107
2002,"Bryant Nelson","BOS","LF",7,1,20.1,7,0,0,0,0,0,0,0,0,,,,,,0,"Bryant Nelson",203,408107
2002,"Bryant Nelson","BOS","RF",2,1,10,3,1,0,0,0,0,0,0,0,,,,,,0,"Bryant Nelson",203,408107
2002,"Trot Nixon","BOS","CF",13,8,87,21,2,0,0,0,0,0,0,0,,,,,,0,"Trot Nixon",204,119811
2002,"Trot Nixon","BOS","RF",145,137,1223,273,3,5,4,1,0,3,0,0,,,,,,0,"Trot Nixon",204,119811
2002,"Jose Offerman","BOS","1B",41,36,331.1,308,30,2,2,0,33,6,0,31,5,,,,,0,"Jose Offerman",205,119948
2002,"Jose Offerman","SEA","1B",10,7,62.1,57,7,0,0,0,3,1,0,3,0,,,,,0,"Jose Offerman",205,119948
2002,"Jose Offerman","SEA","2B",1,0,2,1,2,0,0,0,0,0,0,0,,,,,,0,"Jose Offerman",205,119948
2002,"Jose Offerman","SEA","LF",4,4,27,9,0,0,0,0,0,0,0,0,,,,,,0,"Jose Offerman",205,119948
2002,"Jose Offerman","BOS","RF",2,2,18,2,0,1,1,0,0,0,0,0,,,,,,0,"Jose Offerman",205,119948
2002,"Jose Offerman","SEA","RF",1,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,"Jose Offerman",205,119948
2002,"Manny Ramirez","BOS","LF",64,62,529.1,97,4,5,2,3,0,0,0,0,,,,,,0,"Manny Ramirez",210,120903
2002,"Manny Ramirez","BOS","RF",7,6,52,12,2,0,0,0,1,1,0,0,,,,,,0,"Manny Ramirez",210,120903
2002,"Rey Sanchez","BOS","2B",100,97,817.2,151,269,4,1,3,59,25,33,3,,,,,,0,"Rey Sanchez",213,121663
2002,"Rey Sanchez","BOS","SS",10,7,71,9,26,1,0,1,2,3,0,0,,,,,,0,"Rey Sanchez",213,121663
2002,"Joe Borchard","CHW","CF",5,5,38,8,0,0,0,0,0,0,0,0,,,,,,0,"Joe Borchard",224,400021
2002,"Joe Borchard","CHW","LF",10,3,39,12,0,0,0,0,0,0,0,0,,,,,,0,"Joe Borchard",224,400021
2002,"Joe Borchard","CHW","RF",3,1,12,1,0,0,0,0,0,0,0,0,,,,,,0,"Joe Borchard",224,400021
2002,"Royce Clayton","CHW","SS",109,100,883.1,168,290,5,2,3,67,39,30,4,,,,,,0,"Royce Clayton",226,112381
2002,"Joe Crede","CHW","3B",53,53,462.1,34,88,8,6,2,9,11,0,2,,,,,,0,"Joe Crede",227,150317
2002,"Ray Durham","CHW","2B",92,92,786.1,188,260,15,11,4,56,21,36,4,,,,,,0,"Ray Durham",230,113660
2002,"Ray Durham","OAK","2B",11,11,98.1,21,37,2,1,1,12,5,7,0,,,,,,0,"Ray Durham",230,113660
2002,"Tony Graffanino","CHW","2B",25,17,163.1,34,58,5,3,2,15,3,12,2,,,,,,0,"Tony Graffanino",235,115017
2002,"Tony Graffanino","CHW","3B",35,32,285,20,60,4,4,0,5,5,0,0,,,,,,0,"Tony Graffanino",235,115017
2002,"Tony Graffanino","CHW","SS",8,6,53.1,13,18,1,1,0,1,0,1,0,,,,,,0,"Tony Graffanino",235,115017
2002,"Willie Harris","CHW","2B",38,36,323.1,88,103,3,3,0,21,4,17,0,,,,,,0,"Willie Harris",236,407483
2002,"Willie Harris","CHW","CF",6,4,39,19,1,0,0,0,0,0,0,0,,,,,,0,"Willie Harris",236,407483
2002,"Paul Konerko","CHW","1B",140,140,1201,1145,72,8,4,4,110,5,1,110,14,,,,,0,"Paul Konerko",242,117244
2002,"Carlos Lee","CHW","LF",137,134,1134.2,250,8,1,1,0,0,1,0,0,,,,,,0,"Carlos Lee",243,150324
2002,"Jeff Liefer","CHW","1B",31,18,191,188,10,2,1,0,21,2,1,23,0,,,,,0,"Jeff Liefer",245,150325
2002,"Jeff Liefer","CHW","LF",25,22,163.1,35,0,0,0,0,0,0,0,0,,,,,,0,"Jeff Liefer",245,150325
2002,"Jeff Liefer","CHW","RF",12,9,84,18,1,0,0,0,0,0,0,0,,,,,,0,"Jeff Liefer",245,150325
2002,"Kenny Lofton","CHW","CF",92,86,744.1,229,3,0,0,0,0,0,0,0,,,,,,0,"Kenny Lofton",246,117863
2002,"Kenny Lofton","SFG","CF",44,44,370.1,117,3,0,0,0,0,0,0,0,,,,,,0,"Kenny Lofton",246,117863
2002,"Magglio Ordonez","CHW","RF",150,149,1288,282,8,4,0,3,0,0,0,0,,,,,,0,"Magglio Ordonez",248,120044
2002,"Josh Paul","CHW","LF",1,1,8,3,0,0,0,0,0,0,0,0,,,,,,0,"Josh Paul",251,150331
2002,"Aaron Rowand","CHW","CF",76,67,601.2,203,4,3,2,1,0,4,0,0,,,,,,0,"Aaron Rowand",254,400023
2002,"Aaron Rowand","CHW","LF",39,2,78,11,1,0,0,0,0,0,0,0,,,,,,0,"Aaron Rowand",254,400023
2002,"Aaron Rowand","CHW","RF",8,3,39,9,1,1,1,0,0,0,0,0,,,,,,0,"Aaron Rowand",254,400023
2002,"Frank Thomas","CHW","1B",4,4,31,38,4,3,0,3,5,0,0,5,2,,,,,0,"Frank Thomas",255,123245
2002,"Jose Valentin","CHW","3B",83,76,666.2,65,151,11,4,7,12,14,0,1,,,,,,0,"Jose Valentin",256,123610
2002,"Jose Valentin","CHW","SS",50,47,409,79,124,8,5,3,34,23,13,1,,,,,,0,"Jose Valentin",256,123610
2002,"Moises Alou","CHC","CF",1,0,2,0,0,0,0,0,0,0,0,0,,,,,,0,"Moises Alou",261,110189
2002,"Moises Alou","CHC","LF",122,120,1014.2,200,6,2,2,0,0,1,0,0,,,,,,0,"Moises Alou",261,110189
2002,"Moises Alou","CHC","RF",4,4,29,6,0,0,0,0,0,0,0,0,,,,,,0,"Moises Alou",261,110189
2002,"Mark Bellhorn","CHC","1B",22,7,88,90,3,1,1,0,9,0,1,9,0,,,,,0,"Mark Bellhorn",264,110840
2002,"Mark Bellhorn","CHC","2B",77,63,569.2,121,174,6,6,0,35,21,17,5,,,,,,0,"Mark Bellhorn",264,110840
2002,"Mark Bellhorn","CHC","3B",36,29,253,16,33,3,1,2,2,2,0,1,,,,,,0,"Mark Bellhorn",264,110840
2002,"Mark Bellhorn","CHC","LF",1,0,2,0,0,0,0,0,0,0,0,0,,,,,,0,"Mark Bellhorn",264,110840
2002,"Mark Bellhorn","CHC","SS",12,10,83.1,14,23,1,0,1,7,3,4,0,,,,,,0,"Mark Bellhorn",264,110840
2002,"Roosevelt Brown","CHC","CF",13,8,77.2,19,0,1,0,1,0,0,0,0,,,,,,0,"Roosevelt Brown",268,150032
2002,"Roosevelt Brown","CHC","LF",47,32,288.1,58,1,1,1,0,0,1,0,0,,,,,,0,"Roosevelt Brown",268,150032
2002,"Roosevelt Brown","CHC","RF",4,1,10.1,0,0,0,0,0,0,0,0,0,,,,,,0,"Roosevelt Brown",268,150032
2002,"Hee-Seop Choi","CHC","1B",22,12,125.2,106,9,2,1,1,16,2,0,16,0,,,,,0,"Hee-Seop Choi",270,400292
2002,"Delino DeShields","CHC","2B",41,34,297.2,64,98,5,3,2,12,4,8,4,,,,,,0,"Delino DeShields",275,113291
2002,"Delino DeShields","CHC","RF",1,0,2.2,2,0,0,0,0,0,0,0,0,,,,,,0,"Delino DeShields",275,113291
2002,"Alex Gonzalez","CHC","SS",142,139,1236,221,360,21,13,8,80,32,50,3,,,,,,0,"Alex Gonzalez",281,114924
2002,"Bobby Hill","CHC","2B",55,48,419.2,94,118,2,1,1,27,17,12,1,,,,,,0,"Bobby Hill",283,407930
2002,"Bobby Hill","CHC","SS",1,0,2,0,0,1,0,1,0,0,0,0,,,,,,0,"Bobby Hill",283,407930
2002,"Darren Lewis","CHC","CF",18,12,94.1,28,2,0,0,0,0,1,0,0,,,,,,0,"Darren Lewis",286,117731
2002,"Darren Lewis","CHC","LF",22,3,64,17,0,0,0,0,0,0,0,0,,,,,,0,"Darren Lewis",286,117731
2002,"Darren Lewis","CHC","RF",9,0,11,2,0,0,0,0,0,0,0,0,,,,,,0,"Darren Lewis",286,117731
2002,"Robert Machado","MIL","1B",2,0,5,8,1,0,0,0,0,0,0,1,0,,,,,0,"Robert Machado",289,118079
2002,"Fred McGriff","CHC","1B",137,136,1150.1,1004,59,7,6,1,80,4,1,81,2,,,,,0,"Fred McGriff",293,118730
2002,"Bill Mueller","CHC","3B",100,88,814.2,59,155,6,3,3,14,17,0,4,,,,,,0,"Bill Mueller",295,119482
2002,"Bill Mueller","SFG","3B",3,2,18,2,3,0,0,0,0,0,0,0,,,,,,0,"Bill Mueller",295,119482
2002,"Augie Ojeda","CHC","2B",10,7,61,18,13,1,0,1,4,0,4,0,,,,,,0,"Augie Ojeda",297,324432
2002,"Augie Ojeda","CHC","3B",5,0,13,1,4,0,0,0,0,0,0,0,,,,,,0,"Augie Ojeda",297,324432
2002,"Augie Ojeda","CHC","SS",16,13,120,15,41,2,1,1,3,2,1,1,,,,,,0,"Augie Ojeda",297,324432
2002,"Luis Ordaz","KCR","2B",28,26,227.2,44,68,2,1,1,13,8,5,1,,,,,,0,"Luis Ordaz",298,120042
2002,"Luis Ordaz","KCR","3B",6,0,12.1,0,1,0,0,0,0,0,0,0,,,,,,0,"Luis Ordaz",298,120042
2002,"Luis Ordaz","KCR","SS",2,2,16,4,5,0,0,0,2,0,2,0,,,,,,0,"Luis Ordaz",298,120042
2002,"Corey Patterson","CHC","CF",146,136,1214.1,301,5,3,2,1,0,1,0,0,,,,,,0,"Corey Patterson",300,279913
2002,"Sammy Sosa","CHC","RF",150,150,1294.1,283,6,6,5,1,0,1,0,0,,,,,,0,"Sammy Sosa",302,122544
2002,"Chris Stynes","CHC","2B",20,10,93.1,22,33,0,0,0,12,7,5,0,,,,,,0,"Chris Stynes",303,122918
2002,"Chris Stynes","CHC","3B",40,36,279.2,16,43,5,5,0,2,2,0,1,,,,,,0,"Chris Stynes",303,122918
2002,"Aaron Boone","CIN","3B",154,141,1277.1,89,324,20,10,10,35,39,0,7,,,,,,0,"Aaron Boone",311,111213
2002,"Aaron Boone","CIN","SS",16,13,108.2,25,36,2,2,0,6,4,2,0,,,,,,0,"Aaron Boone",311,111213
2002,"Ben Broussard","CLE","1B",4,3,28.2,27,1,0,0,0,2,0,0,2,0,,,,,0,"Ben Broussard",312,407777
2002,"Ben Broussard","CLE","LF",32,29,228.2,47,1,2,2,0,0,0,0,0,,,,,,0,"Ben Broussard",312,407777
2002,"Sean Casey","CIN","1B",108,106,935,928,69,7,5,2,89,6,3,88,13,,,,,0,"Sean Casey",314,112087
2002,"Juan Castro","CIN","1B",1,0,1,0,1,0,0,0,0,0,0,0,0,,,,,0,"Juan Castro",315,112128
2002,"Juan Castro","CIN","2B",17,8,74,16,23,0,0,0,7,3,4,0,,,,,,0,"Juan Castro",315,112128
2002,"Juan Castro","CIN","3B",1,1,11,2,4,1,1,0,0,0,0,1,,,,,,0,"Juan Castro",315,112128
2002,"Juan Castro","CIN","SS",24,7,103.1,20,33,2,1,1,8,6,3,1,,,,,,0,"Juan Castro",315,112128
2002,"Gookie Dawkins","CIN","2B",3,0,5,0,0,1,1,0,0,0,0,0,,,,,,0,"Gookie Dawkins",316,235194
2002,"Gookie Dawkins","CIN","SS",21,9,125,18,33,3,2,1,6,4,2,0,,,,,,0,"Gookie Dawkins",316,235194
2002,"Adam Dunn","CIN","1B",44,38,352,361,22,6,5,1,26,2,2,27,6,,,,,0,"Adam Dunn",319,276055
2002,"Adam Dunn","CIN","LF",112,104,911,197,8,8,8,0,0,2,0,0,,,,,,0,"Adam Dunn",319,276055
2002,"Adam Dunn","CIN","RF",17,9,83.1,8,2,1,1,0,0,0,0,0,,,,,,0,"Adam Dunn",319,276055
2002,"Juan Encarnacion","CIN","CF",58,57,488.2,160,2,2,2,0,0,1,0,0,,,,,,0,"Juan Encarnacion",320,113845
2002,"Juan Encarnacion","FLA","CF",12,12,87.1,20,0,0,0,0,0,0,0,0,,,,,,0,"Juan Encarnacion",320,113845
2002,"Juan Encarnacion","CIN","RF",31,23,207,49,3,3,2,1,0,3,0,0,,,,,,0,"Juan Encarnacion",320,113845
2002,"Juan Encarnacion","FLA","RF",61,54,503.2,111,4,1,1,0,0,2,0,0,,,,,,0,"Juan Encarnacion",320,113845
2002,"Ken Griffey Jr.","CIN","CF",53,50,422.2,94,4,3,3,0,0,1,0,0,,,,,,0,"Ken Griffey Jr.",327,115135
2002,"Ken Griffey Jr.","CIN","LF",1,1,8,1,0,0,0,0,0,0,0,0,,,,,,0,"Ken Griffey Jr.",327,115135
2002,"Ken Griffey Jr.","CIN","RF",1,0,4,1,0,0,0,0,0,0,0,0,,,,,,0,"Ken Griffey Jr.",327,115135
2002,"Austin Kearns","CIN","CF",6,2,14,2,0,0,0,0,0,0,0,0,,,,,,0,"Austin Kearns",332,400290
2002,"Austin Kearns","CIN","LF",13,10,83,17,1,0,0,0,0,0,0,0,,,,,,0,"Austin Kearns",332,400290
2002,"Austin Kearns","CIN","RF",94,87,773.2,203,7,4,3,1,0,3,0,0,,,,,,0,"Austin Kearns",332,400290
2002,"Barry Larkin","CIN","SS",134,131,1090.2,189,365,12,10,2,77,46,32,10,,,,,,0,"Barry Larkin",335,117501
2002,"Brandon Larson","CIN","1B",2,0,4,5,0,0,0,0,1,0,0,1,0,,,,,0,"Brandon Larson",336,276053
2002,"Brandon Larson","CIN","3B",5,5,41.1,2,10,0,0,0,2,3,0,1,,,,,,0,"Brandon Larson",336,276053
2002,"Brandon Larson","CIN","LF",9,7,60,13,0,0,0,0,0,0,0,0,,,,,,0,"Brandon Larson",336,276053
2002,"Ruben Mateo","CIN","CF",2,2,13.1,5,0,0,0,0,0,0,0,0,,,,,,0,"Ruben Mateo",340,150288
2002,"Ruben Mateo","CIN","RF",23,17,138.2,27,1,0,0,0,0,0,0,0,,,,,,0,"Ruben Mateo",340,150288
2002,"Wily Mo Peña","CIN","LF",3,3,21.1,4,0,0,0,0,0,0,0,0,,,,,,0,"Wily Mo Pena",344,276377
2002,"Wily Mo Peña","CIN","RF",1,1,5,0,0,0,0,0,0,0,0,0,,,,,,0,"Wily Mo Pena",344,276377
2002,"Reggie Taylor","CIN","CF",69,43,453,144,2,4,4,0,0,1,0,0,,,,,,0,"Reggie Taylor",358,150114
2002,"Reggie Taylor","CIN","LF",33,10,127.2,29,0,1,1,0,0,0,0,0,,,,,,0,"Reggie Taylor",358,150114
2002,"Reggie Taylor","CIN","RF",6,3,27.1,5,0,0,0,0,0,0,0,0,,,,,,0,"Reggie Taylor",358,150114
2002,"Todd Walker","CIN","2B",154,150,1319.1,315,437,8,3,5,88,28,64,6,,,,,,0,"Todd Walker",359,123842
2002,"Brady Anderson","CLE","CF",16,13,115.2,37,0,0,0,0,0,0,0,0,,,,,,0,"Brady Anderson",364,110229
2002,"Brady Anderson","CLE","LF",14,7,74,15,0,1,1,0,0,0,0,0,,,,,,0,"Brady Anderson",364,110229
2002,"Brady Anderson","CLE","RF",2,2,18.2,0,0,0,0,0,0,0,0,0,,,,,,0,"Brady Anderson",364,110229
2002,"Bruce Aven","CLE","CF",1,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,"Bruce Aven",366,110394
2002,"Bruce Aven","CLE","LF",5,5,41,10,0,0,0,0,0,0,0,0,,,,,,0,"Bruce Aven",366,110394
2002,"Bruce Aven","CLE","RF",1,1,8,2,0,0,0,0,0,0,0,0,,,,,,0,"Bruce Aven",366,110394
2002,"Milton Bradley","CLE","CF",94,86,749.1,215,9,4,3,1,0,3,0,0,,,,,,0,"Milton Bradley",369,150396
2002,"Russell Branyan","CIN","1B",18,18,161.2,168,14,1,0,1,22,1,0,22,0,,,,,0,"Russell Branyan",370,137140
2002,"Russell Branyan","CLE","3B",8,6,60,3,10,1,0,1,1,1,0,0,,,,,,0,"Russell Branyan",370,137140
2002,"Russell Branyan","CIN","3B",16,13,108,10,21,3,1,2,0,0,0,1,,,,,,0,"Russell Branyan",370,137140
2002,"Russell Branyan","CLE","LF",42,39,334.2,66,4,1,0,1,0,1,0,0,,,,,,0,"Russell Branyan",370,137140
2002,"Russell Branyan","CIN","LF",24,21,172.2,36,3,2,0,2,0,0,0,0,,,,,,0,"Russell Branyan",370,137140
2002,"Ellis Burks","CLE","LF",6,6,40.1,6,0,0,0,0,0,0,0,0,,,,,,0,"Ellis Burks",372,111736
2002,"Jolbert Cabrera","CLE","2B",3,2,18,3,7,0,0,0,2,1,1,0,,,,,,0,"Jolbert Cabrera",373,132660
2002,"Jolbert Cabrera","LAD","2B",1,1,7,2,1,0,0,0,0,0,0,0,,,,,,0,"Jolbert Cabrera",373,132660
2002,"Jolbert Cabrera","LAD","3B",3,1,13,2,4,0,0,0,1,0,0,0,,,,,,0,"Jolbert Cabrera",373,132660
2002,"Jolbert Cabrera","CLE","CF",16,15,130.2,35,0,0,0,0,0,0,0,0,,,,,,0,"Jolbert Cabrera",373,132660
2002,"Jolbert Cabrera","CLE","LF",5,1,16,4,0,0,0,0,0,0,0,0,,,,,,0,"Jolbert Cabrera",373,132660
2002,"Jolbert Cabrera","LAD","LF",3,0,7.2,4,0,0,0,0,0,0,0,0,,,,,,0,"Jolbert Cabrera",373,132660
2002,"Jolbert Cabrera","CLE","RF",13,1,25.1,3,0,0,0,0,0,0,0,0,,,,,,0,"Jolbert Cabrera",373,132660
2002,"Jolbert Cabrera","LAD","RF",1,0,4,0,0,0,0,0,0,0,0,0,,,,,,0,"Jolbert Cabrera",373,132660
2002,"Todd Dunwoody","CLE","LF",1,1,5.2,1,0,0,0,0,0,0,0,0,,,,,,0,"Todd Dunwoody",381,113646
2002,"Todd Dunwoody","CLE","RF",1,1,8,0,0,0,0,0,0,0,0,0,,,,,,0,"Todd Dunwoody",381,113646
2002,"Travis Fryman","CLE","3B",112,107,927.1,53,185,10,6,4,23,23,0,4,,,,,,0,"Travis Fryman",385,114465
2002,"Ricky Gutierrez","CLE","2B",93,92,797.1,166,276,11,8,3,61,17,45,5,,,,,,0,"Ricky Gutierrez",387,115263
2002,"Matt Lawton","CLE","LF",23,23,202.2,45,2,0,0,0,0,0,0,0,,,,,,0,"Matt Lawton",390,117566
2002,"Matt Lawton","CLE","RF",85,84,700,183,4,6,3,3,0,1,0,0,,,,,,0,"Matt Lawton",390,117566
2002,"Chris Magruder","CLE","CF",20,16,138.2,42,0,1,1,0,0,0,0,0,,,,,,0,"Chris Magruder",392,285072
2002,"Chris Magruder","CLE","LF",45,26,270.2,73,1,0,0,0,0,0,0,0,,,,,,0,"Chris Magruder",392,285072
2002,"Chris Magruder","CLE","RF",27,21,190.2,31,1,1,1,0,0,0,0,0,,,,,,0,"Chris Magruder",392,285072
2002,"John McDonald","CLE","2B",64,56,486.2,92,184,4,3,1,39,16,24,3,,,,,,0,"John McDonald",395,150348
2002,"John McDonald","CLE","3B",10,6,61,3,11,2,2,0,0,0,0,0,,,,,,0,"John McDonald",395,150348
2002,"John McDonald","CLE","SS",21,14,133.2,31,42,2,1,1,10,4,6,0,,,,,,0,"John McDonald",395,150348
2002,"Bill Selby","CLE","2B",6,3,29,5,10,0,0,0,3,1,2,0,,,,,,0,"Bill Selby",405,121985
2002,"Bill Selby","CLE","3B",33,28,245.1,20,50,5,3,2,1,1,0,2,,,,,,0,"Bill Selby",405,121985
2002,"Bill Selby","CLE","LF",13,6,60,11,0,0,0,0,0,0,0,0,,,,,,0,"Bill Selby",405,121985
2002,"Bill Selby","CLE","RF",5,1,18,4,0,0,0,0,0,0,0,0,,,,,,0,"Bill Selby",405,121985
2002,"Bill Selby","CLE","SS",1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,"Bill Selby",405,121985
2002,"Jim Thome","CLE","1B",128,128,1109.1,1064,74,9,6,2,109,11,1,114,21,,,,,0,"Jim Thome",409,123272
2002,"Omar Vizquel","CLE","SS",150,148,1291,242,429,7,7,0,90,48,44,6,,,,,,0,"Omar Vizquel",411,123744
2002,"Benny Agbayani","BOS","CF",1,0,2,1,0,0,0,0,0,0,0,0,,,,,,0,"Benny Agbayani",416,133742
2002,"Benny Agbayani","BOS","LF",11,7,76,20,1,1,1,0,0,0,0,0,,,,,,0,"Benny Agbayani",416,133742
2002,"Benny Agbayani","COL","LF",37,31,235.2,53,1,0,0,0,0,0,0,0,,,,,,0,"Benny Agbayani",416,133742
2002,"Benny Agbayani","BOS","RF",3,2,19,3,0,0,0,0,0,0,0,0,,,,,,0,"Benny Agbayani",416,133742
2002,"Brent Butler","COL","2B",72,67,570.1,121,180,8,6,2,44,21,26,1,,,,,,0,"Brent Butler",423,150450
2002,"Brent Butler","COL","3B",33,3,85.2,4,16,0,0,0,0,0,0,0,,,,,,0,"Brent Butler",423,150450
2002,"Brent Butler","COL","SS",13,8,71.1,15,24,1,1,0,5,3,2,0,,,,,,0,"Brent Butler",423,150450
2002,"Todd Helton","COL","1B",156,155,1342,1358,113,7,6,1,128,10,0,130,20,,,,,0,"Todd Helton",432,115732
2002,"Todd Hollandsworth","TEX","CF",16,13,114,35,0,0,0,0,0,0,0,0,,,,,,0,"Todd Hollandsworth",433,116075
2002,"Todd Hollandsworth","COL","CF",1,0,1,1,0,0,0,0,0,0,0,0,,,,,,0,"Todd Hollandsworth",433,116075
2002,"Todd Hollandsworth","TEX","LF",25,19,162.2,29,0,0,0,0,0,0,0,0,,,,,,0,"Todd Hollandsworth",433,116075
2002,"Todd Hollandsworth","COL","LF",74,60,552.1,107,6,4,3,1,0,0,0,0,,,,,,0,"Todd Hollandsworth",433,116075
2002,"Todd Hollandsworth","TEX","RF",4,1,6,2,0,0,0,0,0,0,0,0,,,,,,0,"Todd Hollandsworth",433,116075
2002,"Todd Hollandsworth","COL","RF",20,13,120.1,30,1,0,0,0,0,0,0,0,,,,,,0,"Todd Hollandsworth",433,116075
2002,"Mark Little","ARI","CF",2,1,10,4,0,0,0,0,0,0,0,0,,,,,,0,"Mark Little",438,150458
2002,"Mark Little","COL","CF",11,11,81,25,1,0,0,0,0,0,0,0,,,,,,0,"Mark Little",438,150458
2002,"Mark Little","ARI","LF",4,3,27,8,0,0,0,0,0,0,0,0,,,,,,0,"Mark Little",438,150458
2002,"Mark Little","COL","LF",16,1,46,5,0,1,1,0,0,0,0,0,,,,,,0,"Mark Little",438,150458
2002,"Mark Little","ARI","RF",7,2,21.2,2,0,0,0,0,0,0,0,0,,,,,,0,"Mark Little",438,150458
2002,"Mark Little","COL","RF",16,9,87,32,1,1,1,0,0,1,0,0,,,,,,0,"Mark Little",438,150458
2002,"Mark Little","NYM","RF",1,0,2,0,0,0,0,0,0,0,0,0,,,,,,0,"Mark Little",438,150458
2002,"Jose Ortiz","COL","2B",53,52,428,105,132,3,3,0,24,9,14,1,,,,,,0,"Jose Ortiz",442,276515
2002,"Jose Ortiz","COL","3B",1,1,9,1,1,0,0,0,0,0,0,0,,,,,,0,"Jose Ortiz",442,276515
2002,"Juan Pierre","COL","CF",148,133,1195.2,363,2,2,2,0,0,1,0,0,,,,,,0,"Juan Pierre",443,334393
2002,"Terry Shumpert","COL","2B",60,41,390.2,95,123,6,5,1,26,8,20,1,,,,,,0,"Terry Shumpert",449,122205
2002,"Terry Shumpert","COL","3B",1,0,2,0,2,0,0,0,0,0,0,0,,,,,,0,"Terry Shumpert",449,122205
2002,"Terry Shumpert","COL","LF",7,7,51,9,0,0,0,0,0,0,0,0,,,,,,0,"Terry Shumpert",449,122205
2002,"Terry Shumpert","COL","RF",1,1,7,1,0,0,0,0,0,0,0,0,,,,,,0,"Terry Shumpert",449,122205
2002,"Terry Shumpert","COL","SS",3,1,10.1,2,4,0,0,0,0,0,0,0,,,,,,0,"Terry Shumpert",449,122205
2002,"Juan Uribe","COL","SS",155,150,1316,259,497,27,17,10,105,55,50,11,,,,,,0,"Juan Uribe",454,346874
2002,"Larry Walker","COL","RF",123,122,1037,229,13,4,3,1,0,4,1,0,,,,,,0,"Larry Walker",455,123833
2002,"Todd Zeile","COL","3B",139,138,1173.1,87,256,21,13,8,18,19,1,4,,,,,,0,"Todd Zeile",457,124755
2002,"Jacob Cruz","DET","1B",4,2,24,26,2,0,0,0,1,0,0,1,0,,,,,0,"Jacob Cruz",463,112901
2002,"Jacob Cruz","DET","LF",3,2,19,2,0,1,0,1,0,0,0,0,,,,,,0,"Jacob Cruz",463,112901
2002,"Jacob Cruz","DET","RF",9,8,67.1,11,0,0,0,0,0,0,0,0,,,,,,0,"Jacob Cruz",463,112901
2002,"Damion Easley","DET","2B",84,84,731.1,183,253,9,2,7,49,13,39,2,,,,,,0,"Damion Easley",464,113702
2002,"Robert Fick","DET","RF",140,139,1202.2,288,19,12,9,3,0,5,0,0,,,,,,0,"Robert Fick",466,137001
2002,"Shane Halter","DET","1B",1,0,5,8,1,0,0,0,0,0,0,0,0,,,,,0,"Shane Halter",468,115370
2002,"Shane Halter","DET","2B",4,2,19,6,8,2,1,0,1,1,1,0,,,,,,0,"Shane Halter",468,115370
2002,"Shane Halter","DET","3B",30,24,213,21,45,4,3,1,7,7,0,2,,,,,,0,"Shane Halter",468,115370
2002,"Shane Halter","DET","LF",8,6,59,16,2,0,0,0,0,1,0,0,,,,,,0,"Shane Halter",468,115370
2002,"Shane Halter","DET","SS",81,78,684,122,252,15,11,4,33,23,11,3,,,,,,0,"Shane Halter",468,115370
2002,"Bobby Higginson","DET","LF",117,116,1002.1,240,15,7,4,3,0,3,0,0,,,,,,0,"Bobby Higginson",469,115915
2002,"Damian Jackson","DET","2B",56,53,471.2,113,146,5,2,3,35,16,20,1,,,,,,0,"Damian Jackson",471,116423
2002,"Damian Jackson","DET","3B",2,0,5,0,3,0,0,0,0,0,0,0,,,,,,0,"Damian Jackson",471,116423
2002,"Damian Jackson","DET","CF",3,3,24,6,0,0,0,0,0,0,0,0,,,,,,0,"Damian Jackson",471,116423
2002,"Damian Jackson","DET","LF",3,1,11,2,0,1,1,0,0,0,0,0,,,,,,0,"Damian Jackson",471,116423
2002,"Damian Jackson","DET","SS",6,4,36,4,11,2,2,0,0,0,0,0,,,,,,0,"Damian Jackson",471,116423
2002,"Ryan Jackson","DET","CF",1,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,"Ryan Jackson",472,133224
2002,"Ryan Jackson","DET","LF",2,1,10,2,0,0,0,0,0,0,0,0,,,,,,0,"Ryan Jackson",472,133224
2002,"Jose Macias","DET","2B",17,15,130,26,54,3,1,2,5,3,2,0,,,,,,0,"Jose Macias",476,150197
