PlayerName,PlayerId,G,AB,PA,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS
Brooks Pounders,10387,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Fields,10390,1,3,3,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0
Wilfredo Tovar,10416,46,112,122,16,5,0,0,6,8,7,1,22,1,0,2,2,1,0
Mychal Givens,10430,425,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Taylor Jordan,10466,18,28,32,5,0,0,0,1,0,0,0,9,0,0,4,0,0,0
Shawn Tolleson,10481,216,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Yoervis Medina,10498,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Preston Claiborne,10500,63,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mario Hollands,10504,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunter Cervenka,10510,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drew Hayes,10528,6,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dean Kiekhefer,10529,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rocky Gale,10533,22,37,37,3,0,0,1,2,2,0,0,11,0,0,0,2,0,0
Jake Petricka,10534,235,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jimmy Nelson,10547,147,191,208,17,2,0,0,3,7,4,0,116,0,0,13,2,0,0
Daniel Webb,10558,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Addison Reed,10586,465,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad Bettis,10587,165,142,172,8,0,0,0,7,6,13,0,65,0,0,17,1,0,0
Scott Alexander,10591,283,8,9,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0
Joey Terdoslavich,10593,92,145,162,20,10,1,1,17,10,15,2,41,1,1,0,3,1,0
Chris Sale,10603,343,26,27,2,1,0,0,1,0,0,0,14,0,0,1,0,0,0
Seth Rosin,10606,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryce Brentz,10607,34,87,90,19,5,0,1,13,9,3,0,26,0,0,0,1,0,0
David Freitas,10619,59,125,143,16,8,0,1,13,8,12,0,34,0,1,1,4,0,0
Donn Roach,10620,21,5,5,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Zach Walters,10622,85,170,181,16,3,1,10,18,21,10,0,65,1,0,0,1,0,0
Madison Younginer,10636,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Liberatore,10637,118,3,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
Carlos Perez,10642,280,786,859,119,35,0,17,64,78,47,0,165,6,7,13,21,4,0
Andrew Bellatti,10657,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Pryor,10663,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Thornburg,10688,207,25,28,0,1,0,0,1,0,0,0,11,1,0,2,0,0,0
Scott Copeland,10706,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Red Patterson,10710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drew Hutchison,10732,139,12,13,3,0,0,0,0,0,1,0,5,0,0,0,0,0,0
Trevor Rosenthal,10745,373,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Shane Greene,10756,345,7,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
Lane Adams,10767,117,137,154,23,5,1,7,30,26,14,0,47,1,1,1,4,11,0
Tyler Cravy,10770,34,12,15,0,0,0,1,1,1,0,0,4,0,0,3,0,0,0
Josh Edgin,10796,177,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jake Dunning,10803,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Foltynewicz,10811,166,201,227,11,3,0,0,8,9,1,0,127,0,1,24,2,0,0
R.J. Alaniz,10819,15,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Michael Mariot,10835,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asher Wojciechowski,10836,58,15,15,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0
Cody Stanley,10838,9,10,10,3,1,0,0,2,3,0,0,3,0,0,0,0,0,0
Rangel Ravelo,10839,42,74,84,8,3,0,3,9,13,7,0,18,0,3,0,1,0,0
Adam Kolarek,10843,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chasen Shreve,10855,367,3,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Jared Hoying,10882,77,121,129,20,5,0,1,21,12,7,0,32,0,1,0,0,4,0
Perci Garner,10887,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Bergman,10925,71,37,41,5,0,0,0,2,1,1,0,10,0,0,3,0,0,0
Ken Roberts,10938,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh A. Smith,10946,103,20,21,2,1,1,0,1,0,0,0,8,0,0,1,0,0,0
Jacob deGrom,10954,227,383,423,66,9,0,3,27,29,17,0,116,0,0,23,8,1,0
Colin Walsh,10961,38,47,63,3,1,0,0,4,2,15,0,22,1,0,0,1,0,0
Jake Buchanan,10962,29,4,5,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0
Tim Adleman,10968,43,50,55,4,3,0,0,2,5,0,0,21,0,0,5,0,0,0
Ryan O'Rourke,10976,56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chase Whitley,10982,75,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Rowen,10983,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Shackelford,11012,31,4,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Chris Rearick,11050,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mickey Jannis,11071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casey Lawrence,11121,59,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
A.J. Griffin,11132,88,11,13,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0
John Gast,11133,3,5,6,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0
Mike Bolsinger,11137,48,66,69,2,1,0,0,2,1,0,0,37,0,0,3,0,0,0
Elliot Soto,11155,3,6,7,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0
Merrill Kelly,11156,127,99,118,3,1,0,0,4,3,6,0,52,0,0,13,3,0,0
Eric Jokisch,11157,4,3,5,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
Ramon Flores,11165,119,289,331,48,9,0,2,21,20,31,3,63,2,5,4,11,3,0
Yhonathan Barrios,11166,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Buchanan,11176,35,50,62,5,2,0,0,4,3,6,0,18,0,0,6,0,0,0
Vince Velasquez,11189,196,157,180,29,2,0,1,9,8,6,0,49,0,0,17,5,0,0
Brett Nicholas,11192,37,103,110,13,9,0,4,12,15,6,0,22,1,0,0,4,0,0
C.J. Riefenhauser,11193,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant Dayton,11203,99,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Stephen Cardullo,11204,42,84,91,10,3,1,2,7,9,6,0,19,1,0,0,2,0,0
Casey Sadler,11209,101,6,7,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
Kevin Chapman,11240,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Barrett,11243,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob Rasmussen,11250,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Wilkins,11251,43,67,72,5,3,0,1,5,5,5,0,32,0,0,0,2,1,0
Josh Spence,11260,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan Darnell,11261,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lisalverto Bonilla,11266,15,6,8,1,0,0,0,0,0,1,0,3,1,0,0,0,0,0
Zach Neal,11294,45,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Lyons,11334,162,41,49,5,0,0,0,3,1,5,0,16,0,0,3,1,0,0
Sean Nolin,11341,19,5,6,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
Seth Frankoff,11346,7,3,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Pat Dean,11350,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Cumpton,11366,23,26,32,2,0,0,0,1,1,2,0,11,0,0,4,0,0,0
Michael Choice,11376,96,272,300,34,7,1,9,22,36,22,0,76,3,3,0,11,1,0
Tyrell Jenkins,11378,14,13,17,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0
Drew Maggi,11381,3,6,6,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Tommy Kahnle,11384,340,3,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
A.J. Achter,11387,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Barnes,11388,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Wimmers,11394,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Burawa,11397,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yunesky Maya,11420,16,15,18,1,0,0,0,0,0,0,0,9,0,0,3,1,0,0
Jose Quintana,11423,328,156,184,11,1,0,0,4,7,3,0,84,0,1,24,4,0,0
Anthony Ranaudo,11424,20,10,10,0,0,0,1,1,1,0,0,6,0,0,0,0,0,0
Drew Pomeranz,11426,289,89,100,8,2,0,2,4,5,1,0,54,0,0,10,3,0,0
Brandon Workman,11428,238,3,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
A.J. Schugel,11432,73,3,5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Jesse Biddle,11437,99,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Johnny Barbato,11440,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob Segedin,11446,53,93,103,14,4,1,2,12,13,6,0,29,2,2,0,1,0,0
Matt Grace,11449,181,11,11,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
Sammy Solis,11457,141,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gary Brown,11464,7,7,7,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
A.J. Cole,11467,109,26,30,2,0,0,1,1,1,2,0,10,0,0,2,2,0,0
Zach Lee,11468,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas Beeler,11471,5,7,7,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0
Bryan Mitchell,11479,66,19,20,2,0,0,0,0,0,0,0,11,0,0,1,0,0,0
Robbie Ray,11486,228,237,268,27,6,0,1,11,9,4,0,116,0,1,26,3,0,0
Joely Rodriguez,11487,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Sanchez,11490,174,22,23,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0
Parker Bridwell,11502,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Ferrell,11506,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Cunniff,11509,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Osich,11528,251,1,4,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0
Jose Fernandez,11530,77,136,159,22,4,1,2,11,14,1,0,43,0,1,21,3,0,0
Dayan Diaz,11543,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lendy Castillo,11562,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Dominguez,11571,52,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Conor Mullee,11580,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Urena,11589,204,146,166,9,2,0,0,6,3,3,0,98,0,0,17,1,0,0
Williams Perez,11592,34,45,53,2,0,0,0,2,0,2,0,18,0,0,6,1,0,0
Deck McGuire,11596,27,6,6,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0
Dovydas Neverauskas,11604,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garin Cecchini,11608,13,35,40,4,3,0,1,6,4,3,0,14,2,0,0,0,0,0
Mike Kickham,11618,21,6,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Heath Hembree,11632,358,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Yoshinori Tateyama,11651,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toru Murata,11652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mayckol Guaipe,11663,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jameson Taillon,11674,173,136,155,14,1,0,0,2,5,2,0,57,0,0,17,5,0,0
Vicente Campos,11681,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Martinez,11682,280,249,274,36,9,0,1,14,23,2,0,87,3,2,18,3,0,0
Josh Lucas,11686,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tayron Guerrero,11691,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Kingham,11694,43,29,33,1,1,0,0,1,4,3,0,14,1,0,0,0,0,0
Sam Dyson,11710,376,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik Goeddel,11712,141,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Harvey,11713,181,255,275,19,7,0,1,8,14,4,0,108,0,0,16,10,0,0
Nick Tepesch,11716,47,8,8,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Justin Grimm,11720,325,7,7,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0
Christian Villanueva,11738,122,383,416,54,16,0,24,47,53,23,0,114,9,1,0,12,3,0
Carlos Ramirez,11743,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chance Ruffin,11745,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Jackson,11752,287,3,6,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0
Kyle Ryan,11753,190,4,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Justin Nicolino,11754,51,58,64,3,0,0,0,0,0,1,0,21,0,0,5,1,0,0
Drew Smyly,11760,283,64,67,3,0,0,0,1,0,1,0,29,0,0,2,0,0,0
Noah Syndergaard,11762,164,222,251,21,7,0,6,14,15,15,0,144,0,1,13,2,0,0
Kyle Parker,11763,64,132,138,16,4,1,3,11,12,6,0,51,0,0,0,2,1,0
Myles Jaye,11769,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Rogers,11773,117,186,212,34,7,3,4,24,18,23,0,44,3,0,0,3,0,0
Angel Sanchez,11776,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Werner,11783,8,12,14,1,0,0,0,0,0,0,0,4,0,0,2,1,0,0
Hansel Robles,11801,411,4,5,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0
Hector Neris,11804,546,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Alberto Baldonado,11812,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Delabar,11827,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Paxton,11828,156,12,18,0,0,0,0,1,1,2,0,12,0,0,4,0,0,0
Taijuan Walker,11836,199,112,119,15,2,0,1,6,7,2,0,54,1,0,4,3,0,0
Chris Martin,11847,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yordano Ventura,11855,94,13,14,2,0,0,0,1,0,0,0,10,0,0,1,0,0,0
Jason Adam,11861,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Bochy,11867,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noel Cuevas,11894,76,148,155,27,4,1,2,16,10,6,1,24,1,0,0,1,1,0
Enderson Franco,11896,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Feliz,11903,228,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Orlando Calixte,11905,31,52,58,6,1,0,0,6,6,3,0,16,0,2,1,1,1,0
David Rollins,11928,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Travis Taijeron,11935,26,52,59,6,2,0,1,3,3,5,0,24,2,0,0,1,0,0
Taylor Cole,11964,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Snodgress,12020,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Andriese,12022,217,9,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Brian Flynn,12027,102,8,9,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0
J.R. Graham,12042,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Hendricks,12049,251,358,404,32,5,0,0,12,16,11,0,178,2,0,33,3,0,0
Scott McGough,12056,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Felipe Vazquez,12076,323,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Branden Pinder,12093,26,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Yimi Garcia,12095,375,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Kennys Vargas,12101,236,783,859,123,38,1,35,104,116,65,4,251,5,6,0,24,0,0
Parker Markel,12106,23,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
David Washington,12110,3,6,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
Kendry Flores,12118,8,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Matt Skole,12119,31,83,93,15,2,0,1,9,7,9,0,34,0,1,0,0,0,0
Ryan Brett,12138,3,3,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Juniel Querecuto,12140,13,31,32,1,1,1,0,3,2,1,0,12,0,0,0,0,0,0
Jason Garcia,12143,21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kyle Kubitza,12148,19,36,39,7,0,0,0,6,1,3,0,15,0,0,0,2,0,0
Matt Stites,12165,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Goforth,12166,31,3,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
Domingo Tapia,12178,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Duffy,12181,11,11,12,2,1,0,0,0,3,1,0,4,0,0,0,0,0,0
Cody Martin,12182,35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cody Allen,12183,481,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Akeel Morris,12185,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Hager,12198,42,76,89,13,2,0,0,6,5,12,0,31,0,0,1,0,0,0
Danny Muno,12214,17,27,32,3,1,0,0,2,0,4,0,11,0,0,1,1,1,0
Keith Hessler,12220,35,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cody Hall,12232,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seth Maness,12235,253,14,14,3,0,0,0,0,0,0,0,6,0,0,0,1,0,0
Dan Winkler,12237,182,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Matt Tracy,12240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brock Stassi,12244,51,78,90,8,2,1,2,6,7,12,0,22,0,0,0,3,0,0
Ryan Sherriff,12249,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nefi Ogando,12253,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colton Murray,12264,32,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ryan Court,12268,12,24,25,3,1,0,1,1,5,1,0,11,0,0,0,0,0,0
Aaron Brooks,12272,52,5,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Leonel Campos,12277,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevan Smith,12284,263,780,852,148,41,0,13,78,82,50,3,149,12,5,2,27,3,0
Evan Marshall,12297,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Bassitt,12304,169,8,9,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0
Justin Hancock,12316,10,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Colin Rea,12317,64,44,53,5,1,0,0,5,1,3,0,22,0,0,6,0,0,0
Gus Schlosser,12321,15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Barnes,12323,265,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kevin Quackenbush,12360,204,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Spencer Patton,12361,113,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
John Cornely,12364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beau Taylor,12384,25,51,60,3,1,0,2,4,4,7,0,18,1,0,1,0,0,0
Nick Tropeano,12385,54,4,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Jason Krizan,12394,3,8,10,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0
Seth Lugo,12447,302,58,67,5,3,0,1,7,4,2,0,20,0,1,6,1,0,0
Chasen Bradford,12452,86,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tyler Smith,12490,10,16,19,2,1,0,0,2,1,1,0,8,1,1,0,0,0,0
T.J. Rivera,12495,106,319,344,70,17,2,8,37,43,12,0,49,6,6,1,6,1,0
Drew Rucinski,12499,45,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Jett Bandy,12508,156,444,492,64,17,0,16,43,45,29,0,112,12,4,3,10,2,0
Taylor Hill,12515,9,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik Johnson,12520,22,7,8,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
Nick Maronde,12530,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cory Mazzoni,12537,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drew Gagnon,12545,23,4,6,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0
Tony Cingrani,12555,217,52,61,9,1,0,0,6,2,1,0,16,0,0,8,0,1,0
Jack Leathersich,12562,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blake Treinen,12572,449,14,19,1,0,0,0,0,0,1,0,9,0,0,4,0,0,0
Nick Ramirez,12575,96,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
DJ Johnson,12578,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Morgan,12580,233,60,66,4,2,0,0,3,2,2,0,24,0,0,4,0,0,0
Mike Wright Jr.,12586,123,3,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Raffy Lopez,12606,76,174,201,22,3,0,7,20,26,22,3,71,0,4,0,2,1,0
Nate Karns,12638,67,8,11,0,0,0,1,1,1,0,0,4,0,0,3,1,0,0
Jerad Eickhoff,12664,87,126,140,13,4,0,0,8,7,2,0,40,0,0,12,4,0,0
Guido Knudson,12669,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roenis Elias,12673,133,7,7,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Phil Klein,12675,40,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
O'Koyea Dickson,12677,7,7,9,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0
Ryne Harper,12680,118,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Tyler Wilson,12691,42,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ryan Carpenter,12699,15,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Trevor Bauer,12703,222,73,83,5,0,0,0,2,1,4,0,35,0,0,6,0,0,0
Adrian Houser,12718,129,64,73,1,1,0,2,2,2,4,0,47,0,0,5,0,0,0
Dillon Thomas,12719,12,20,23,2,0,0,0,3,2,2,0,13,1,0,0,0,0,0
Nick Martinez,12730,201,10,11,0,0,0,0,3,0,1,0,5,0,0,0,0,0,0
Tyler Pill,12751,7,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jake Esch,12756,4,5,5,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0
Breyvic Valera,12758,93,208,235,37,8,2,2,25,29,20,0,32,1,3,3,2,2,0
Rafael Montero,12760,280,43,48,2,0,0,0,1,1,0,0,19,0,0,5,0,0,0
Chris Devenski,12763,284,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sonny Gray,12768,282,99,118,13,0,1,0,8,3,3,0,35,0,0,16,1,0,0
Jairo Diaz,12774,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Brebbia,12777,295,5,5,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0
Sam Gaviglio,12778,98,8,8,1,1,0,0,1,0,0,0,3,0,0,0,0,0,0
Andy Burns,12779,19,17,22,2,1,0,0,4,0,3,0,3,2,0,0,1,0,0
Sean Gilmartin,12781,81,7,7,2,1,0,0,2,1,0,0,3,0,0,0,0,0,0
Taylor Davis,12782,22,41,45,8,1,0,1,3,7,3,0,9,0,1,0,0,0,0
Burch Smith,12784,102,10,11,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0
Raul Alcantara,12790,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Kelly,12791,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cody Anderson,12799,39,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Noe Ramirez,12800,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Reed,12801,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carter Capps,12803,129,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Matt Wisler,12804,237,87,103,11,0,0,0,2,3,3,0,32,0,1,12,2,0,0
Mike Clevinger,12808,152,10,11,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0
Joel De La Cruz,12825,22,16,18,3,0,0,0,0,1,0,0,8,0,0,2,1,0,0
Andrew Kittredge,12828,181,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Matt Purke,12831,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Meyer,12833,22,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Elvis Araujo,12854,72,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Shawn Armstrong,12857,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Barnes,12863,453,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Andrew McKirahan,12870,27,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
